title,prices,star_rating,Best_seller,author,co_author,formats,list_form,more_buying_choices,Num_of_offers,num_ratings
"Practicing Mindfulness: 75 Essential Meditations to Reduce Stress, Improve Mental Health, and Find Peace in the Everyday","['$11.91$11.91', '$11.91$11.91', '$16.99$16.99', '$16.99$16.99']",4.5,False,Matthew Sockolov,,"['Paperback', 'Kindle']","['Practicing Mindfulness: 75 Essential Meditations to Reduce Stress, Improve Mental Health, and Find Peace in the Everyday', 'by', 'Matthew Sockolov', '4.5 out of 5 stars', '26', 'Paperback', '$11.91$11.91', '$16.99$16.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$8.49', '(39 used & new offers)', 'Other formats:', 'Kindle', ',', 'Audible Audiobook', ',', 'Audio CD']",$8.49,39,26
"Aromatherapy for Natural Living: The A-Z Reference of Essential Oils Remedies for Health, Beauty, and the Home","['$0.00$0.00', '$0.00$0.00', 'Or $4.99 to buy']",4.7,False,,,"['Kindle', 'Paperback']","['Aromatherapy for Natural Living: The A-Z Reference of Essential Oils Remedies for Health, Beauty, and the Home', 'by Althea Press and', 'Anne Kennedy', '4.7 out of 5 stars', '89', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $4.99 to buy', 'Other format:', 'Paperback']",,,89
Essential Oils for Beginners: The Guide to Get Started with Essential Oils and Aromatherapy,"['$5.99$5.99', '$5.99$5.99']",4.6,False,Althea Press,,"['Kindle', 'Hardcover', 'Paperback']","['Essential Oils for Beginners: The Guide to Get Started with Essential Oils and Aromatherapy', 'by', 'Althea Press', '4.6 out of 5 stars', '997', 'Kindle', '$5.99$5.99', 'Other formats:', 'Audible Audiobook', ',', 'Hardcover', ',', 'Paperback']",,,997
BRAIN HACKS: Life-Changing Strategies to Improve Executive Functioning,"['$0.00$0.00', '$0.00$0.00', 'Or $9.99 to buy']",4.4,False,Lara Honos-Webb PhD,,"['Kindle', 'Paperback']","['BRAIN HACKS: Life-Changing Strategies to Improve Executive Functioning', 'by', 'Lara Honos-Webb PhD', '4.4 out of 5 stars', '10', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $9.99 to buy', 'Other format:', 'Paperback']",,,10
"Mindfulness for Kids: 30 Fun Activities to Stay Calm, Happy, and In Control","['$0.00$0.00', '$0.00$0.00', 'Or $4.99 to buy']",4.6,False,Carole P Roman,J. Robin Albertson-Wren,"['Kindle', 'Paperback']","['Mindfulness for Kids: 30 Fun Activities to Stay Calm, Happy, and In Control', 'by', 'Carole P Roman', 'and', 'J. Robin Albertson-Wren', '4.6 out of 5 stars', '27', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $4.99 to buy', 'Other format:', 'Paperback']",,,27
The Richmond Thief (Lady Althea Mystery Book 1),"['$0.00$0.00', '$0.00$0.00', 'Or $2.99 to buy']",4.2,False,Lisa Boero,,"['Kindle', 'Paperback']","['The Richmond Thief (Lady Althea Mystery Book 1)', 'by', 'Lisa Boero', '4.2 out of 5 stars', '91', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $2.99 to buy', 'Other format:', 'Paperback']",,,91
The Self Confidence Workbook: A Guide to Overcoming Self-Doubt and Improving Self-Esteem,"['$14.02$14.02', '$14.02$14.02', '$16.99$16.99', '$16.99$16.99']",4.9,False,Barbara Markway PhD,,"['Paperback', 'Kindle']","['The Self Confidence Workbook: A Guide to Overcoming Self-Doubt and Improving Self-Esteem', 'by', 'Barbara Markway PhD', ',', 'Celia Ampel', ', et al.', '4.9 out of 5 stars', '30', 'Paperback', '$14.02$14.02', '$16.99$16.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$10.97', '(31 used & new offers)', 'Other format:', 'Kindle']",$10.97,31,30
"The Complete Guide to Natural Soap Making: Create 65 All-Natural Cold-Process, Hot-Process, Liquid, Melt-and-Pour, and Hand-Milled Soaps","['$1.99$1.99', '$1.99$1.99']",5.0,in Candle Making,Amanda Gail Aaron,,"['Kindle', 'Paperback']","['Best Seller', 'in Candle Making', 'The Complete Guide to Natural Soap Making: Create 65 All-Natural Cold-Process, Hot-Process, Liquid, Melt-and-Pour, and Hand-Milled Soaps', 'by', 'Amanda Gail Aaron', '5.0 out of 5 stars', '7', 'Kindle', '$1.99$1.99', 'Other format:', 'Paperback']",,,7
"A Year of Positive Thinking: Daily Inspiration, Wisdom, and Courage","['$0.00$0.00', '$0.00$0.00', 'Or $7.99 to buy']",4.7,False,Cyndie Spiegel,,"['Kindle', 'Paperback']","['A Year of Positive Thinking: Daily Inspiration, Wisdom, and Courage', 'by', 'Cyndie Spiegel', '4.7 out of 5 stars', '60', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $7.99 to buy', 'Other format:', 'Paperback']",,,60
Stop Wasting Time: End Procrastination in 5 Weeks with Proven Productivity Techniques,"['$0.00$0.00', '$0.00$0.00', 'Or $4.99 to buy']",4.2,in Humanistic Psychology,Garland Coulson,,"['Kindle', 'Paperback']","['Best Seller', 'in Humanistic Psychology', 'Stop Wasting Time: End Procrastination in 5 Weeks with Proven Productivity Techniques', 'by', 'Garland Coulson', '4.2 out of 5 stars', '7', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $4.99 to buy', 'Other format:', 'Paperback']",,,7
The Minimalist Way: Minimalism Strategies to Declutter Your Life and Make Room for Joy,"['$11.74$11.74', '$11.74$11.74', '$15.99$15.99', '$15.99$15.99']",4.8,False,Erica Layne,,"['Paperback', 'Kindle']","['The Minimalist Way: Minimalism Strategies to Declutter Your Life and Make Room for Joy', 'by', 'Erica Layne', '4.8 out of 5 stars', '22', 'Paperback', '$11.74$11.74', '$15.99$15.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$11.17', '(14 used & new offers)', 'Other format:', 'Kindle']",$11.17,14,22
Yoga for Beginners: Simple Yoga Poses to Calm Your Mind and Strengthen Your Body,"['$5.38$5.38', '$5.38$5.38']",4.4,False,,,"['Kindle', 'Paperback']","['Yoga for Beginners: Simple Yoga Poses to Calm Your Mind and Strengthen Your Body', 'by Althea Press', '4.4 out of 5 stars', '117', 'Kindle', '$5.38$5.38', 'Other format:', 'Paperback']",,,117
Aromatherapy for Beginners: The Complete Guide to Getting Started with Essential Oils,"['$0.00$0.00', '$0.00$0.00', 'Or $4.99 to buy']",4.7,False,Anne Kennedy,,"['Kindle', 'Paperback']","['Aromatherapy for Beginners: The Complete Guide to Getting Started with Essential Oils', 'by', 'Anne Kennedy', '4.7 out of 5 stars', '78', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $4.99 to buy', 'Other format:', 'Paperback']",,,78
"The Perfectionism Workbook: Proven Strategies to End Procrastination, Accept Yourself, and Achieve Your Goals","['$12.37$12.37', '$12.37$12.37', '$16.99$16.99', '$16.99$16.99']",4.8,False,Taylor Newendorp MA  LCPC,,"['Paperback', 'Kindle']","['The Perfectionism Workbook: Proven Strategies to End Procrastination, Accept Yourself, and Achieve Your Goals', 'by', 'Taylor Newendorp MA  LCPC', '4.8 out of 5 stars', '18', 'Paperback', '$12.37$12.37', '$16.99$16.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$9.00', '(30 used & new offers)', 'Other format:', 'Kindle']",$9.00,30,18
Potty Training in 3 Days: The Step-by-Step Plan for a Clean Break from Dirty Diapers,"['$0.00$0.00', '$0.00$0.00', 'Or $2.99 to buy']",4.3,in Toilet Training,Brandi Brucks,,"['Kindle', 'Paperback']","['Best Seller', 'in Toilet Training', 'Potty Training in 3 Days: The Step-by-Step Plan for a Clean Break from Dirty Diapers', 'by', 'Brandi Brucks', 'and Dr. Fredric Daum', '4.3 out of 5 stars', '547', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $2.99 to buy', 'Other format:', 'Paperback']",,,547
The Mindfulness Journal for Anxiety: Daily Prompts and Practices to Find Peace,"['$13.00$13.00', '$13.00$13.00', '$17.99$17.99', '$17.99$17.99']",4.7,False,Tanya J. Peterson MS NCC,,['Paperback'],"['The Mindfulness Journal for Anxiety: Daily Prompts and Practices to Find Peace', 'by', 'Tanya J. Peterson MS NCC', '4.7 out of 5 stars', '18', 'Paperback', '$13.00$13.00', '$17.99$17.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$12.04', '(23 used & new offers)']",$12.04,23,18
Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,"['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.7,in New Age Divination with Crystals,Karen Frazier,,"['Kindle', 'Paperback']","['Best Seller', 'in New Age Divination with Crystals', 'Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals', 'by', 'Karen Frazier', '4.7 out of 5 stars', '270', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other formats:', 'Audible Audiobook', ',', 'Paperback', ',', 'MP3 CD']",,,270
Focused: ADHD & ADD Parenting Strategies for Children with Attention Deficit Disorder,"['$0.00$0.00', '$0.00$0.00', 'Or $4.99 to buy']",4.5,False,,,"['Kindle', 'Paperback']","['Focused: ADHD & ADD Parenting Strategies for Children with Attention Deficit Disorder', 'by Althea Press and Blythe Grossberg Psy.D', '4.5 out of 5 stars', '50', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $4.99 to buy', 'Other format:', 'Paperback']",,,50
This is Not the End: Conversations on Borderline Personality Disorder,"['$0.00$0.00', '$0.00$0.00', 'Or $7.99 to buy']",4.5,False,,,"['Kindle', 'Paperback']","['This is Not the End: Conversations on Borderline Personality Disorder', 'by Althea Press,', 'Tabetha Martin', ', et al.', '4.5 out of 5 stars', '60', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $7.99 to buy', 'Other formats:', 'Audible Audiobook', ',', 'Paperback', ',', 'MP3 CD']",,,60
The Complex PTSD Workbook: A Mind-Body Approach to Regaining Emotional Control and Becoming Whole,"['$13.21$13.21', '$13.21$13.21', '$15.99$15.99', '$15.99$15.99']",4.5,False,,,"['Paperback', 'Kindle']","['The Complex PTSD Workbook: A Mind-Body Approach to Regaining Emotional Control and Becoming Whole', 'by Arielle Schwartz PhD and Jim Knipe PhD', '4.5 out of 5 stars', '136', 'Paperback', '$13.21$13.21', '$15.99$15.99', 'Get it as soon as Tomorrow, Mar 20', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$8.05', '(51 used & new offers)', 'Other format:', 'Kindle']",$8.05,51,136
Retrain Your Brain: Cognitive Behavioral Therapy in 7 Weeks: A Workbook for Managing Depression and Anxiety,"['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.3,False,Seth J. Gillihan PhD,,"['Kindle', 'Paperback']","['Retrain Your Brain: Cognitive Behavioral Therapy in 7 Weeks: A Workbook for Managing Depression and Anxiety', 'by', 'Seth J. Gillihan PhD', '4.3 out of 5 stars', '114', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other formats:', 'Audible Audiobook', ',', 'Paperback', ',', 'Audio CD']",,,114
Chakra Healing: A Beginner's Guide to Self-Healing Techniques that Balance the Chakras,"['$0.00$0.00', '$0.00$0.00', 'Or $7.99 to buy']",4.7,in New Age Fortune Telling,Margarita Alcantara,,"['Kindle', 'Paperback']","['Best Seller', 'in New Age Fortune Telling', ""Chakra Healing: A Beginner's Guide to Self-Healing Techniques that Balance the Chakras"", 'by', 'Margarita Alcantara', '4.7 out of 5 stars', '184', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $7.99 to buy', 'Other formats:', 'Paperback', ',', 'Audible Audiobook']",,,184
The Ranleigh Question (Lady Althea Mystery Series Book 2),"['$0.00$0.00', '$0.00$0.00', 'Or $2.99 to buy']",4.7,False,Lisa Boero,,"['Kindle', 'Paperback']","['The Ranleigh Question (Lady Althea Mystery Series Book 2)', 'by', 'Lisa Boero', '4.7 out of 5 stars', '27', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $2.99 to buy', 'Other format:', 'Paperback']",,,27
"Cognitive Behavioral Therapy Made Simple: 10 Strategies for Managing Anxiety, Depression, Anger, Panic, and Worry","['$0.00$0.00', '$0.00$0.00', 'Or $8.99 to buy']",4.5,False,Seth J Gillihan PhD,,"['Kindle', 'Paperback']","['Cognitive Behavioral Therapy Made Simple: 10 Strategies for Managing Anxiety, Depression, Anger, Panic, and Worry', 'by', 'Seth J Gillihan PhD', '4.5 out of 5 stars', '61', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $8.99 to buy', 'Other formats:', 'Audible Audiobook', ',', 'Paperback', ',', 'MP3 CD']",,,61
Anger Management Workbook for Kids: 50 Fun Activities to Help Children Stay Calm and Make Better Choices When They Feel Mad,"['$13.00$13.00', '$13.00$13.00', '$17.99$17.99', '$17.99$17.99']",4.5,in Anger Management Self Help,,,['Paperback'],"['Best Seller', 'in Anger Management Self Help', 'Anger Management Workbook for Kids: 50 Fun Activities to Help Children Stay Calm and Make Better Choices When They Feel Mad', 'by Samantha Snowden MA and Andrew Hill PhD', '4.5 out of 5 stars', '17', 'Paperback', '$13.00$13.00', '$17.99$17.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$12.05', '(22 used & new offers)']",$12.05,22,17
The Practical Herbal Medicine Handbook: Your Quick Reference Guide to Healing Herbs & Remedies,"['$5.99$5.99', '$5.99$5.99']",4.5,False,Althea Press,,"['Kindle', 'Paperback']","['The Practical Herbal Medicine Handbook: Your Quick Reference Guide to Healing Herbs & Remedies', 'by', 'Althea Press', 'and Burke Lennihan RN CCH', '4.5 out of 5 stars', '135', 'Kindle', '$5.99$5.99', 'Other format:', 'Paperback']",,,135
No-Nonsense Buddhism for Beginners: Clear Answers to Burning Questions About Core Buddhist Teachings,"['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.9,False,Noah Rasheta,,"['Kindle', 'Paperback']","['No-Nonsense Buddhism for Beginners: Clear Answers to Burning Questions About Core Buddhist Teachings', 'by', 'Noah Rasheta', '4.9 out of 5 stars', '169', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other formats:', 'Audible Audiobook', ',', 'Paperback', ',', 'Audio CD']",,,169
Getting to Good: A Guided Journal,"['$11.74$11.74', '$11.74$11.74', '$15.99$15.99', '$15.99$15.99']",4.9,False,Elena Welsh PhD,,['Paperback'],"['Getting to Good: A Guided Journal', 'by', 'Elena Welsh PhD', '4.9 out of 5 stars', '15', 'Paperback', '$11.74$11.74', '$15.99$15.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$11.12', '(16 used & new offers)']",$11.12,16,15
Edible Wild Plants for Beginners: The Essential Edible Plants and Recipes to Get Started,"['$2.99$2.99', '$2.99$2.99']",4.2,False,Althea Press,,"['Kindle', 'Paperback']","['Edible Wild Plants for Beginners: The Essential Edible Plants and Recipes to Get Started', 'by', 'Althea Press', '4.2 out of 5 stars', '121', 'Kindle', '$2.99$2.99', 'Other formats:', 'Audible Audiobook', ',', 'Paperback']",,,121
Modern Astrology: Harness the Stars to Discover Your Soul's True Purpose,"['$0.00$0.00', '$0.00$0.00', 'Or $0.99 to buy']",4.8,in New Age Divination with Numerology,Louise Edington,,"['Kindle', 'Paperback']","['Best Seller', 'in New Age Divination with Numerology', ""Modern Astrology: Harness the Stars to Discover Your Soul's True Purpose"", 'by', 'Louise Edington', '4.8 out of 5 stars', '30', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $0.99 to buy', 'Other format:', 'Paperback']",,,30
"Crystals for Healing: The Complete Reference Guide With Over 200 Remedies for Mind, Heart & Soul","['$14.44$14.44', '$14.44$14.44', '$16.99$16.99', '$16.99$16.99']",4.6,False,Karen Frazier,,"['Paperback', 'Kindle']","['Crystals for Healing: The Complete Reference Guide With Over 200 Remedies for Mind, Heart & Soul', 'by', 'Karen Frazier', '4.6 out of 5 stars', '294', 'Paperback', '$14.44$14.44', '$16.99$16.99', 'Get it as soon as Tomorrow, Mar 20', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$7.50', '(65 used & new offers)', 'Other formats:', 'Kindle', ',', 'Audible Audiobook', ',', 'MP3 CD']",$7.50,65,294
Thriving with Adult ADHD: Skills to Strengthen Executive Functioning,"['$0.00$0.00', '$0.00$0.00', 'Or $9.99 to buy']",4.6,False,Phil Boissiere MFT,,"['Kindle', 'Paperback']","['Thriving with Adult ADHD: Skills to Strengthen Executive Functioning', 'by', 'Phil Boissiere MFT', '4.6 out of 5 stars', '7', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $9.99 to buy', 'Other format:', 'Paperback']",,,7
Home Remedies Rx: DIY Prescriptions When You Need Them Most,"['$6.87$6.87', '$6.87$6.87']",4.3,False,,,"['Kindle', 'Paperback']","['Home Remedies Rx: DIY Prescriptions When You Need Them Most', 'by Althea Press and Katie Peters', '4.3 out of 5 stars', '38', 'Kindle', '$6.87$6.87', 'Other format:', 'Paperback']",,,38
"The Natural Soap Making Book for Beginners: Do-It-Yourself Soaps Using All-Natural Herbs, Spices, and Essential Oils","['$0.00$0.00', '$0.00$0.00', 'Or $7.99 to buy']",4.5,False,,,"['Kindle', 'Paperback']","['The Natural Soap Making Book for Beginners: Do-It-Yourself Soaps Using All-Natural Herbs, Spices, and Essential Oils', 'by Kelly Cable', '4.5 out of 5 stars', '96', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $7.99 to buy', 'Other format:', 'Paperback']",,,96
Ayurveda Beginner's Guide: Essential Ayurvedic Principles and Practices to Balance and Heal Naturally,"['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.7,False,Susan Weis-Bohlen,,"['Kindle', 'Paperback']","[""Ayurveda Beginner's Guide: Essential Ayurvedic Principles and Practices to Balance and Heal Naturally"", 'by', 'Susan Weis-Bohlen', '4.7 out of 5 stars', '74', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other formats:', 'Audible Audiobook', ',', 'Paperback', ',', 'Audio CD']",,,74
The Stress Management Workbook: De-stress in 10 Minutes or Less,"['$0.00$0.00', '$0.00$0.00', 'Or $8.99 to buy']",4.9,False,Ruth C White PhD MPH MSW,,"['Kindle', 'Paperback']","['The Stress Management Workbook: De-stress in 10 Minutes or Less', 'by', 'Ruth C White PhD MPH MSW', '4.9 out of 5 stars', '14', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $8.99 to buy', 'Other format:', 'Paperback']",,,14
"Practical Meditation for Beginners: 10 Days to a Happier, Calmer You","['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.8,False,Benjamin W Decker,,"['Kindle', 'Paperback']","['Practical Meditation for Beginners: 10 Days to a Happier, Calmer You', 'by', 'Benjamin W Decker', '4.8 out of 5 stars', '44', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other format:', 'Paperback']",,,44
Reiki Healing for Beginners: The Practical Guide with Remedies for 100+ Ailments,"['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.7,False,Karen Frazier,,"['Kindle', 'Paperback']","['Reiki Healing for Beginners: The Practical Guide with Remedies for 100+ Ailments', 'by', 'Karen Frazier', '4.7 out of 5 stars', '31', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other format:', 'Paperback']",,,31
